Sample,plant.ID,gene_target,Target,Cq,vigs_condition,aphid_status,leaf,dpi
I.GFP.9.4th,GFP 9,GFP,UBQ14,26.90343778,vigs_infiltrated,infested,4th,fourteen
I.GFP.9.4th,GFP 9,GFP,TMN5,29.46357989,vigs_infiltrated,infested,4th,fourteen
I.GFP.9.4th,GFP 9,GFP,PP2A1,26.89968558,vigs_infiltrated,infested,4th,fourteen
I.GFP.9.4th,GFP 9,GFP,HYD1,27.24178688,vigs_infiltrated,infested,4th,fourteen
I.GFP.9.4th,GFP 9,GFP,ACT7,20.9537431,vigs_infiltrated,infested,4th,fourteen
I.GFP.5.2nd,GFP 5,GFP,UBQ7,26.43733483,vigs_infiltrated,infested,2nd,fourteen
I.GFP.5.2nd,GFP 5,GFP,UBQ14,22.03467854,vigs_infiltrated,infested,2nd,fourteen
I.GFP.5.2nd,GFP 5,GFP,TMN5,29.87247535,vigs_infiltrated,infested,2nd,fourteen
I.GFP.5.2nd,GFP 5,GFP,TBL6,30.59084403,vigs_infiltrated,infested,2nd,fourteen
I.GFP.5.2nd,GFP 5,GFP,PP2A1,27.04387053,vigs_infiltrated,infested,2nd,fourteen
I.GFP.5.2nd,GFP 5,GFP,HYD1,26.41746279,vigs_infiltrated,infested,2nd,fourteen
I.GFP.5.2nd,GFP 5,GFP,ACT7,21.4365002,vigs_infiltrated,infested,2nd,fourteen
I.GFP.26.4th,GFP 26,GFP,UBQ7,27.42593337,vigs_infiltrated,infested,4th,twenty-one
I.GFP.26.4th,GFP 26,GFP,UBQ14,22.27537903,vigs_infiltrated,infested,4th,twenty-one
I.GFP.26.4th,GFP 26,GFP,TMN5,30.869323,vigs_infiltrated,infested,4th,twenty-one
I.GFP.26.4th,GFP 26,GFP,TBL6,30.66165423,vigs_infiltrated,infested,4th,twenty-one
I.GFP.26.4th,GFP 26,GFP,PP2A1,26.89788075,vigs_infiltrated,infested,4th,twenty-one
I.GFP.26.4th,GFP 26,GFP,HYD1,28.02911591,vigs_infiltrated,infested,4th,twenty-one
I.GFP.26.4th,GFP 26,GFP,ACT7,21.64340221,vigs_infiltrated,infested,4th,twenty-one
I.GFP.26.2nd,GFP 26,GFP,UBQ7,26.94832847,vigs_infiltrated,infested,2nd,twenty-one
I.GFP.26.2nd,GFP 26,GFP,UBQ14,22.2729243,vigs_infiltrated,infested,2nd,twenty-one
I.GFP.26.2nd,GFP 26,GFP,TMN5,30.16498705,vigs_infiltrated,infested,2nd,twenty-one
I.GFP.26.2nd,GFP 26,GFP,TBL6,30.72362284,vigs_infiltrated,infested,2nd,twenty-one
I.GFP.26.2nd,GFP 26,GFP,PP2A1,26.93192726,vigs_infiltrated,infested,2nd,twenty-one
I.GFP.26.2nd,GFP 26,GFP,HYD1,27.35118107,vigs_infiltrated,infested,2nd,twenty-one
I.GFP.26.2nd,GFP 26,GFP,ACT7,21.58653404,vigs_infiltrated,infested,2nd,twenty-one
I.GFP.25.4th,GFP 25,GFP,UBQ7,22.81864833,vigs_infiltrated,infested,4th,fourteen
I.GFP.25.4th,GFP 25,GFP,UBQ14,27.81847963,vigs_infiltrated,infested,4th,fourteen
I.GFP.25.4th,GFP 25,GFP,TMN5,29.66198053,vigs_infiltrated,infested,4th,fourteen
I.GFP.25.4th,GFP 25,GFP,TBL6,31.61443355,vigs_infiltrated,infested,4th,fourteen
I.GFP.25.4th,GFP 25,GFP,PP2A1,27.17636128,vigs_infiltrated,infested,4th,fourteen
I.GFP.25.4th,GFP 25,GFP,HYD1,27.75019103,vigs_infiltrated,infested,4th,fourteen
I.GFP.25.4th,GFP 25,GFP,ACT7,20.94867805,vigs_infiltrated,infested,4th,fourteen
I.GFP.25.2nd,GFP 25,GFP,UBQ14,25.96346451,vigs_infiltrated,infested,2nd,fourteen
I.GFP.25.2nd,GFP 25,GFP,TMN5,28.72822807,vigs_infiltrated,infested,2nd,fourteen
I.GFP.25.2nd,GFP 25,GFP,TBL6,28.60577074,vigs_infiltrated,infested,2nd,fourteen
I.GFP.25.2nd,GFP 25,GFP,PP2A1,25.99000636,vigs_infiltrated,infested,2nd,fourteen
I.GFP.25.2nd,GFP 25,GFP,HYD1,26.99328588,vigs_infiltrated,infested,2nd,fourteen
I.GFP.25.2nd,GFP 25,GFP,ACT7,20.13728937,vigs_infiltrated,infested,2nd,fourteen
I.GFP.22.2nd,GFP 22,GFP,UBQ7,21.13813128,vigs_infiltrated,infested,2nd,twenty-one
I.GFP.22.2nd,GFP 22,GFP,UBQ14,26.29932022,vigs_infiltrated,infested,2nd,twenty-one
I.GFP.22.2nd,GFP 22,GFP,TMN5,28.83849232,vigs_infiltrated,infested,2nd,twenty-one
I.GFP.22.2nd,GFP 22,GFP,PP2A1,26.29639308,vigs_infiltrated,infested,2nd,twenty-one
I.GFP.22.2nd,GFP 22,GFP,HYD1,26.21867791,vigs_infiltrated,infested,2nd,twenty-one
I.GFP.22.2nd,GFP 22,GFP,ACT7,20.36364741,vigs_infiltrated,infested,2nd,twenty-one
I.GFP.22.4th,GFP 22,GFP,UBQ7,24.14895665,vigs_infiltrated,infested,4th,twenty-one
I.GFP.22.4th,GFP 22,GFP,UBQ14,28.61251595,vigs_infiltrated,infested,4th,twenty-one
I.GFP.22.4th,GFP 22,GFP,TMN5,31.25025398,vigs_infiltrated,infested,4th,twenty-one
I.GFP.22.4th,GFP 22,GFP,PP2A1,28.79480282,vigs_infiltrated,infested,4th,twenty-one
I.GFP.22.4th,GFP 22,GFP,HYD1,29.15958784,vigs_infiltrated,infested,4th,twenty-one
I.GFP.22.4th,GFP 22,GFP,ACT7,21.97936518,vigs_infiltrated,infested,4th,twenty-one
I.GFP.21.2nd,GFP 21,GFP,UBQ7,26.30456174,vigs_infiltrated,infested,2nd,fourteen
I.GFP.21.2nd,GFP 21,GFP,UBQ14,21.96738337,vigs_infiltrated,infested,2nd,fourteen
I.GFP.21.2nd,GFP 21,GFP,TMN5,29.80617706,vigs_infiltrated,infested,2nd,fourteen
I.GFP.21.2nd,GFP 21,GFP,TBL6,30.14914003,vigs_infiltrated,infested,2nd,fourteen
I.GFP.21.2nd,GFP 21,GFP,PP2A1,26.92789436,vigs_infiltrated,infested,2nd,fourteen
I.GFP.21.2nd,GFP 21,GFP,HYD1,27.07841895,vigs_infiltrated,infested,2nd,fourteen
I.GFP.21.2nd,GFP 21,GFP,ACT7,20.8446044,vigs_infiltrated,infested,2nd,fourteen
I.GFP.2.2nd,GFP 2,GFP,UBQ7,21.52917143,vigs_infiltrated,infested,2nd,twenty-one
I.GFP.2.2nd,GFP 2,GFP,UBQ14,26.28949138,vigs_infiltrated,infested,2nd,twenty-one
I.GFP.2.2nd,GFP 2,GFP,TMN5,29.49526369,vigs_infiltrated,infested,2nd,twenty-one
I.GFP.2.2nd,GFP 2,GFP,TBL6,28.37992835,vigs_infiltrated,infested,2nd,twenty-one
I.GFP.2.2nd,GFP 2,GFP,PP2A1,26.30241621,vigs_infiltrated,infested,2nd,twenty-one
I.GFP.2.2nd,GFP 2,GFP,HYD1,26.99731792,vigs_infiltrated,infested,2nd,twenty-one
I.GFP.2.2nd,GFP 2,GFP,ACT7,21.33276715,vigs_infiltrated,infested,2nd,twenty-one
I.GFP.18.4th,GFP 18,GFP,UBQ7,26.13572188,vigs_infiltrated,infested,4th,twenty-one
I.GFP.18.4th,GFP 18,GFP,UBQ14,21.45037573,vigs_infiltrated,infested,4th,twenty-one
I.GFP.18.4th,GFP 18,GFP,TMN5,28.95833208,vigs_infiltrated,infested,4th,twenty-one
I.GFP.18.4th,GFP 18,GFP,TBL6,29.28377267,vigs_infiltrated,infested,4th,twenty-one
I.GFP.18.4th,GFP 18,GFP,PP2A1,26.29601744,vigs_infiltrated,infested,4th,twenty-one
I.GFP.18.4th,GFP 18,GFP,HYD1,25.9862156,vigs_infiltrated,infested,4th,twenty-one
I.GFP.18.4th,GFP 18,GFP,ACT7,21.06003643,vigs_infiltrated,infested,4th,twenty-one
I.GFP.18.2nd,GFP 18,GFP,UBQ7,25.73819922,vigs_infiltrated,infested,2nd,twenty-one
I.GFP.18.2nd,GFP 18,GFP,UBQ14,20.86723086,vigs_infiltrated,infested,2nd,twenty-one
I.GFP.18.2nd,GFP 18,GFP,TMN5,28.25136988,vigs_infiltrated,infested,2nd,twenty-one
I.GFP.18.2nd,GFP 18,GFP,TBL6,28.83558163,vigs_infiltrated,infested,2nd,twenty-one
I.GFP.18.2nd,GFP 18,GFP,PP2A1,26.41320491,vigs_infiltrated,infested,2nd,twenty-one
I.GFP.18.2nd,GFP 18,GFP,HYD1,25.78187189,vigs_infiltrated,infested,2nd,twenty-one
I.GFP.18.2nd,GFP 18,GFP,ACT7,20.57899922,vigs_infiltrated,infested,2nd,twenty-one
I.GFP.17.2nd,GFP 17,GFP,UBQ7,23.78489311,vigs_infiltrated,infested,2nd,fourteen
I.GFP.17.2nd,GFP 17,GFP,UBQ14,28.49457914,vigs_infiltrated,infested,2nd,fourteen
I.GFP.17.2nd,GFP 17,GFP,TMN5,31.18803729,vigs_infiltrated,infested,2nd,fourteen
I.GFP.17.2nd,GFP 17,GFP,PP2A1,28.74806539,vigs_infiltrated,infested,2nd,fourteen
I.GFP.17.2nd,GFP 17,GFP,HYD1,28.89340659,vigs_infiltrated,infested,2nd,fourteen
I.GFP.17.2nd,GFP 17,GFP,ACT7,22.54702922,vigs_infiltrated,infested,2nd,fourteen
I.GFP.14.2nd,GFP 14,GFP,UBQ7,21.26190313,vigs_infiltrated,infested,2nd,twenty-one
I.GFP.14.2nd,GFP 14,GFP,UBQ14,26.79471736,vigs_infiltrated,infested,2nd,twenty-one
I.GFP.14.2nd,GFP 14,GFP,TMN5,29.94397545,vigs_infiltrated,infested,2nd,twenty-one
I.GFP.14.2nd,GFP 14,GFP,TBL6,29.47345619,vigs_infiltrated,infested,2nd,twenty-one
I.GFP.14.2nd,GFP 14,GFP,PP2A1,26.67705349,vigs_infiltrated,infested,2nd,twenty-one
I.GFP.14.2nd,GFP 14,GFP,HYD1,27.55031439,vigs_infiltrated,infested,2nd,twenty-one
I.GFP.14.2nd,GFP 14,GFP,ACT7,20.54125496,vigs_infiltrated,infested,2nd,twenty-one
I.GFP.14.4th,GFP 14,GFP,UBQ7,27.84019497,vigs_infiltrated,infested,4th,twenty-one
I.GFP.14.4th,GFP 14,GFP,UBQ14,31.46006883,vigs_infiltrated,infested,4th,twenty-one
I.GFP.14.4th,GFP 14,GFP,PP2A1,31.66110848,vigs_infiltrated,infested,4th,twenty-one
I.GFP.14.4th,GFP 14,GFP,HYD1,31.10251277,vigs_infiltrated,infested,4th,twenty-one
I.GFP.14.4th,GFP 14,GFP,ACT7,25.60807698,vigs_infiltrated,infested,4th,twenty-one
I.GFP.13.2nd,GFP 13,GFP,UBQ14,26.35853136,vigs_infiltrated,infested,2nd,fourteen
I.GFP.13.2nd,GFP 13,GFP,TMN5,29.13134573,vigs_infiltrated,infested,2nd,fourteen
I.GFP.13.2nd,GFP 13,GFP,TBL6,29.70358156,vigs_infiltrated,infested,2nd,fourteen
I.GFP.13.2nd,GFP 13,GFP,PP2A1,26.10967253,vigs_infiltrated,infested,2nd,fourteen
I.GFP.13.2nd,GFP 13,GFP,HYD1,27.33027217,vigs_infiltrated,infested,2nd,fourteen
I.GFP.13.2nd,GFP 13,GFP,ACT7,20.64527204,vigs_infiltrated,infested,2nd,fourteen
I.GFP.13.4th,GFP 13,GFP,UBQ7,23.17978895,vigs_infiltrated,infested,4th,fourteen
I.GFP.13.4th,GFP 13,GFP,UBQ14,27.5072296,vigs_infiltrated,infested,4th,fourteen
I.GFP.13.4th,GFP 13,GFP,TMN5,29.54464215,vigs_infiltrated,infested,4th,fourteen
I.GFP.13.4th,GFP 13,GFP,TBL6,31.24765255,vigs_infiltrated,infested,4th,fourteen
I.GFP.13.4th,GFP 13,GFP,PP2A1,27.33553298,vigs_infiltrated,infested,4th,fourteen
I.GFP.13.4th,GFP 13,GFP,HYD1,27.99245196,vigs_infiltrated,infested,4th,fourteen
I.GFP.13.4th,GFP 13,GFP,ACT7,21.05895008,vigs_infiltrated,infested,4th,fourteen
I.GFP.10.4th,GFP 10,GFP,UBQ7,21.06367851,vigs_infiltrated,infested,4th,twenty-one
I.GFP.10.4th,GFP 10,GFP,UBQ14,26.37454484,vigs_infiltrated,infested,4th,twenty-one
I.GFP.10.4th,GFP 10,GFP,TMN5,28.44454689,vigs_infiltrated,infested,4th,twenty-one
I.GFP.10.4th,GFP 10,GFP,TBL6,28.51592288,vigs_infiltrated,infested,4th,twenty-one
I.GFP.10.4th,GFP 10,GFP,PP2A1,26.10166104,vigs_infiltrated,infested,4th,twenty-one
I.GFP.10.4th,GFP 10,GFP,HYD1,25.88854026,vigs_infiltrated,infested,4th,twenty-one
I.GFP.10.4th,GFP 10,GFP,ACT7,21.0317414,vigs_infiltrated,infested,4th,twenty-one
I.GFP.10.2nd,GFP 10,GFP,UBQ7,24.58745957,vigs_infiltrated,infested,2nd,twenty-one
I.GFP.10.2nd,GFP 10,GFP,UBQ14,19.81488575,vigs_infiltrated,infested,2nd,twenty-one
I.GFP.10.2nd,GFP 10,GFP,TMN5,27.71475287,vigs_infiltrated,infested,2nd,twenty-one
I.GFP.10.2nd,GFP 10,GFP,TBL6,27.57878358,vigs_infiltrated,infested,2nd,twenty-one
I.GFP.10.2nd,GFP 10,GFP,PP2A1,25.26575913,vigs_infiltrated,infested,2nd,twenty-one
I.GFP.10.2nd,GFP 10,GFP,HYD1,24.75572693,vigs_infiltrated,infested,2nd,twenty-one
I.GFP.10.2nd,GFP 10,GFP,ACT7,19.7046568,vigs_infiltrated,infested,2nd,twenty-one
I.GFP1.2nd,GFP 1,GFP,UBQ7,27.49894969,vigs_infiltrated,infested,2nd,fourteen
I.GFP1.2nd,GFP 1,GFP,UBQ14,23.71246602,vigs_infiltrated,infested,2nd,fourteen
I.GFP1.2nd,GFP 1,GFP,TMN5,29.59628213,vigs_infiltrated,infested,2nd,fourteen
I.GFP1.2nd,GFP 1,GFP,TBL6,30.5258287,vigs_infiltrated,infested,2nd,fourteen
I.GFP1.2nd,GFP 1,GFP,PP2A1,27.94573796,vigs_infiltrated,infested,2nd,fourteen
I.GFP1.2nd,GFP 1,GFP,HYD1,27.62933686,vigs_infiltrated,infested,2nd,fourteen
I.GFP1.2nd,GFP 1,GFP,ACT7,20.08125412,vigs_infiltrated,infested,2nd,fourteen
I.Unif.8.2nd,Unif 8,none,UBQ7,23.57682888,uninfiltrated,uninfested,2nd,twenty-one
I.Unif.8.2nd,Unif 8,none,UBQ14,27.23864082,uninfiltrated,uninfested,2nd,twenty-one
I.Unif.8.2nd,Unif 8,none,TMN5,31.67826766,uninfiltrated,uninfested,2nd,twenty-one
I.Unif.8.2nd,Unif 8,none,TBL6,30.46170192,uninfiltrated,uninfested,2nd,twenty-one
I.Unif.8.2nd,Unif 8,none,PP2A1,28.00731232,uninfiltrated,uninfested,2nd,twenty-one
I.Unif.8.2nd,Unif 8,none,HYD1,28.7062938,uninfiltrated,uninfested,2nd,twenty-one
I.Unif.8.2nd,Unif 8,none,ACT7,22.20705562,uninfiltrated,uninfested,2nd,twenty-one
I.Unif.7.2nd,Unif 7,none,UBQ7,22.33840634,uninfiltrated,uninfested,2nd,fourteen
I.Unif.7.2nd,Unif 7,none,UBQ14,26.9212219,uninfiltrated,uninfested,2nd,fourteen
I.Unif.7.2nd,Unif 7,none,TMN5,30.945362,uninfiltrated,uninfested,2nd,fourteen
I.Unif.7.2nd,Unif 7,none,PP2A1,26.35480869,uninfiltrated,uninfested,2nd,fourteen
I.Unif.7.2nd,Unif 7,none,HYD1,27.64646866,uninfiltrated,uninfested,2nd,fourteen
I.Unif.7.2nd,Unif 7,none,ACT7,20.52182624,uninfiltrated,uninfested,2nd,fourteen
I.Unif.7.4th,Unif 7,none,UBQ7,21.56143219,uninfiltrated,uninfested,4th,fourteen
I.Unif.7.4th,Unif 7,none,UBQ14,27.70725326,uninfiltrated,uninfested,4th,fourteen
I.Unif.7.4th,Unif 7,none,TMN5,30.37307826,uninfiltrated,uninfested,4th,fourteen
I.Unif.7.4th,Unif 7,none,PP2A1,26.60605201,uninfiltrated,uninfested,4th,fourteen
I.Unif.7.4th,Unif 7,none,HYD1,28.29135575,uninfiltrated,uninfested,4th,fourteen
I.Unif.7.4th,Unif 7,none,ACT7,20.80864361,uninfiltrated,uninfested,4th,fourteen
I.Unif.3.2nd,Unif 3,none,UBQ7,22.1048918,uninfiltrated,uninfested,2nd,fourteen
I.Unif.3.2nd,Unif 3,none,UBQ14,26.23712113,uninfiltrated,uninfested,2nd,fourteen
I.Unif.3.2nd,Unif 3,none,TMN5,30.30793323,uninfiltrated,uninfested,2nd,fourteen
I.Unif.3.2nd,Unif 3,none,TBL6,30.60034973,uninfiltrated,uninfested,2nd,fourteen
I.Unif.3.2nd,Unif 3,none,PP2A1,27.42566798,uninfiltrated,uninfested,2nd,fourteen
I.Unif.3.2nd,Unif 3,none,HYD1,27.88860791,uninfiltrated,uninfested,2nd,fourteen
I.Unif.3.2nd,Unif 3,none,ACT7,20.28574997,uninfiltrated,uninfested,2nd,fourteen
I.Unif.24.2nd,Unif 24,none,UBQ7,24.81016281,uninfiltrated,uninfested,2nd,twenty-one
I.Unif.24.2nd,Unif 24,none,UBQ14,29.18950899,uninfiltrated,uninfested,2nd,twenty-one
I.Unif.24.2nd,Unif 24,none,TMN5,33.32877159,uninfiltrated,uninfested,2nd,twenty-one
I.Unif.24.2nd,Unif 24,none,PP2A1,30.35830844,uninfiltrated,uninfested,2nd,twenty-one
I.Unif.24.2nd,Unif 24,none,HYD1,30.30986165,uninfiltrated,uninfested,2nd,twenty-one
I.Unif.24.2nd,Unif 24,none,ACT7,23.69073259,uninfiltrated,uninfested,2nd,twenty-one
I.Unif.23.2nd,Unif 23,none,UBQ7,28.09305817,uninfiltrated,uninfested,2nd,fourteen
I.Unif.23.2nd,Unif 23,none,UBQ14,22.49094774,uninfiltrated,uninfested,2nd,fourteen
I.Unif.23.2nd,Unif 23,none,TMN5,32.15869655,uninfiltrated,uninfested,2nd,fourteen
I.Unif.23.2nd,Unif 23,none,PP2A1,28.54551073,uninfiltrated,uninfested,2nd,fourteen
I.Unif.23.2nd,Unif 23,none,HYD1,28.86760385,uninfiltrated,uninfested,2nd,fourteen
I.Unif.23.2nd,Unif 23,none,ACT7,22.43743384,uninfiltrated,uninfested,2nd,fourteen
I.Unif.20.2nd,Unif 20,none,UBQ7,21.303044,uninfiltrated,uninfested,2nd,twenty-one
I.Unif.20.2nd,Unif 20,none,UBQ14,27.00356852,uninfiltrated,uninfested,2nd,twenty-one
I.Unif.20.2nd,Unif 20,none,TMN5,30.08325114,uninfiltrated,uninfested,2nd,twenty-one
I.Unif.20.2nd,Unif 20,none,PP2A1,26.99378004,uninfiltrated,uninfested,2nd,twenty-one
I.Unif.20.2nd,Unif 20,none,HYD1,27.35336543,uninfiltrated,uninfested,2nd,twenty-one
I.Unif.20.2nd,Unif 20,none,ACT7,21.49909309,uninfiltrated,uninfested,2nd,twenty-one
I.Unif.19.2nd,Unif 19,none,UBQ7,20.91298951,uninfiltrated,uninfested,2nd,fourteen
I.Unif.19.2nd,Unif 19,none,UBQ14,26.75760214,uninfiltrated,uninfested,2nd,fourteen
I.Unif.19.2nd,Unif 19,none,TMN5,30.87563431,uninfiltrated,uninfested,2nd,fourteen
I.Unif.19.2nd,Unif 19,none,PP2A1,27.11146359,uninfiltrated,uninfested,2nd,fourteen
I.Unif.19.2nd,Unif 19,none,HYD1,28.66613246,uninfiltrated,uninfested,2nd,fourteen
I.Unif.19.2nd,Unif 19,none,ACT7,20.91594481,uninfiltrated,uninfested,2nd,fourteen
I.Unif.15.2nd,Unif 15,none,UBQ7,23.07573999,uninfiltrated,uninfested,2nd,fourteen
I.Unif.15.2nd,Unif 15,none,UBQ14,28.30085336,uninfiltrated,uninfested,2nd,fourteen
I.Unif.15.2nd,Unif 15,none,TMN5,32.35000209,uninfiltrated,uninfested,2nd,fourteen
I.Unif.15.2nd,Unif 15,none,TBL6,33.03492978,uninfiltrated,uninfested,2nd,fourteen
I.Unif.15.2nd,Unif 15,none,PP2A1,27.76201422,uninfiltrated,uninfested,2nd,fourteen
I.Unif.15.2nd,Unif 15,none,HYD1,29.84250789,uninfiltrated,uninfested,2nd,fourteen
I.Unif.15.2nd,Unif 15,none,ACT7,21.26551819,uninfiltrated,uninfested,2nd,fourteen
I.Unif.12.2nd,Unif 12,none,UBQ7,22.73819922,uninfiltrated,uninfested,2nd,twenty-one
I.Unif.12.2nd,Unif 12,none,UBQ14,27.29669002,uninfiltrated,uninfested,2nd,twenty-one
I.Unif.12.2nd,Unif 12,none,TMN5,30.98299799,uninfiltrated,uninfested,2nd,twenty-one
I.Unif.12.2nd,Unif 12,none,PP2A1,28.1568747,uninfiltrated,uninfested,2nd,twenty-one
I.Unif.12.2nd,Unif 12,none,HYD1,28.76228406,uninfiltrated,uninfested,2nd,twenty-one
I.Unif.12.2nd,Unif 12,none,ACT7,21.72836347,uninfiltrated,uninfested,2nd,twenty-one
I.Unif.12.4th,Unif 12,none,UBQ7,24.78289633,uninfiltrated,uninfested,4th,twenty-one
I.Unif.12.4th,Unif 12,none,UBQ14,30.06665618,uninfiltrated,uninfested,4th,twenty-one
I.Unif.12.4th,Unif 12,none,TMN5,31.80843167,uninfiltrated,uninfested,4th,twenty-one
I.Unif.12.4th,Unif 12,none,PP2A1,29.40370229,uninfiltrated,uninfested,4th,twenty-one
I.Unif.12.4th,Unif 12,none,HYD1,28.81758293,uninfiltrated,uninfested,4th,twenty-one
I.Unif.12.4th,Unif 12,none,ACT7,22.92442212,uninfiltrated,uninfested,4th,twenty-one
I.Unif.11.2nd,Unif 11,none,UBQ7,21.91628566,uninfiltrated,uninfested,2nd,fourteen
I.Unif.11.2nd,Unif 11,none,UBQ14,27.46366967,uninfiltrated,uninfested,2nd,fourteen
I.Unif.11.2nd,Unif 11,none,TMN5,29.99943978,uninfiltrated,uninfested,2nd,fourteen
I.Unif.11.2nd,Unif 11,none,PP2A1,26.50318109,uninfiltrated,uninfested,2nd,fourteen
I.Unif.11.2nd,Unif 11,none,HYD1,27.54252109,uninfiltrated,uninfested,2nd,fourteen
I.Unif.11.2nd,Unif 11,none,ACT7,21.13567318,uninfiltrated,uninfested,2nd,fourteen
I.GFP.8.4th,GFP 8,GFP,UBQ7,24.00853164,vigs_infiltrated,uninfested,4th,twenty-one
I.GFP.8.4th,GFP 8,GFP,UBQ14,29.29945937,vigs_infiltrated,uninfested,4th,twenty-one
I.GFP.8.4th,GFP 8,GFP,TMN5,32.0303472,vigs_infiltrated,uninfested,4th,twenty-one
I.GFP.8.4th,GFP 8,GFP,PP2A1,29.16343918,vigs_infiltrated,uninfested,4th,twenty-one
I.GFP.8.4th,GFP 8,GFP,HYD1,29.39442974,vigs_infiltrated,uninfested,4th,twenty-one
I.GFP.8.4th,GFP 8,GFP,ACT7,23.11041137,vigs_infiltrated,uninfested,4th,twenty-one
I.GFP.7.2nd,GFP 7,GFP,UBQ7,21.20528792,vigs_infiltrated,uninfested,2nd,fourteen
I.GFP.7.2nd,GFP 7,GFP,UBQ14,26.16254586,vigs_infiltrated,uninfested,2nd,fourteen
I.GFP.7.2nd,GFP 7,GFP,TMN5,30.73828018,vigs_infiltrated,uninfested,2nd,fourteen
I.GFP.7.2nd,GFP 7,GFP,TBL6,29.21364504,vigs_infiltrated,uninfested,2nd,fourteen
I.GFP.7.2nd,GFP 7,GFP,PP2A1,25.64803727,vigs_infiltrated,uninfested,2nd,fourteen
I.GFP.7.2nd,GFP 7,GFP,HYD1,27.69421628,vigs_infiltrated,uninfested,2nd,fourteen
I.GFP.7.2nd,GFP 7,GFP,ACT7,20.37771805,vigs_infiltrated,uninfested,2nd,fourteen
I.GFP.4.4th,GFP 4,GFP,UBQ7,23.75610374,vigs_infiltrated,uninfested,4th,twenty-one
I.GFP.4.4th,GFP 4,GFP,UBQ14,28.13445607,vigs_infiltrated,uninfested,4th,twenty-one
I.GFP.4.4th,GFP 4,GFP,TMN5,32.37688974,vigs_infiltrated,uninfested,4th,twenty-one
I.GFP.4.4th,GFP 4,GFP,TBL6,31.32161568,vigs_infiltrated,uninfested,4th,twenty-one
I.GFP.4.4th,GFP 4,GFP,PP2A1,29.18399446,vigs_infiltrated,uninfested,4th,twenty-one
I.GFP.4.4th,GFP 4,GFP,HYD1,30.22429573,vigs_infiltrated,uninfested,4th,twenty-one
I.GFP.4.4th,GFP 4,GFP,ACT7,22.88035385,vigs_infiltrated,uninfested,4th,twenty-one
I.GFP.3.2nd,GFP 3,GFP,UBQ7,23.6563703,vigs_infiltrated,uninfested,2nd,fourteen
I.GFP.3.2nd,GFP 3,GFP,UBQ14,28.12758637,vigs_infiltrated,uninfested,2nd,fourteen
I.GFP.3.2nd,GFP 3,GFP,TMN5,31.72777995,vigs_infiltrated,uninfested,2nd,fourteen
I.GFP.3.2nd,GFP 3,GFP,PP2A1,27.6014921,vigs_infiltrated,uninfested,2nd,fourteen
I.GFP.3.2nd,GFP 3,GFP,HYD1,29.37263565,vigs_infiltrated,uninfested,2nd,fourteen
I.GFP.3.2nd,GFP 3,GFP,ACT7,22.01933646,vigs_infiltrated,uninfested,2nd,fourteen
I.GFP.27.2nd,GFP 27,GFP,UBQ7,23.67132406,vigs_infiltrated,uninfested,2nd,fourteen
I.GFP.27.2nd,GFP 27,GFP,UBQ14,28.31971563,vigs_infiltrated,uninfested,2nd,fourteen
I.GFP.27.2nd,GFP 27,GFP,TMN5,31.87606424,vigs_infiltrated,uninfested,2nd,fourteen
I.GFP.27.2nd,GFP 27,GFP,PP2A1,27.98270131,vigs_infiltrated,uninfested,2nd,fourteen
I.GFP.27.2nd,GFP 27,GFP,HYD1,29.16945581,vigs_infiltrated,uninfested,2nd,fourteen
I.GFP.27.2nd,GFP 27,GFP,ACT7,22.30258402,vigs_infiltrated,uninfested,2nd,fourteen
I.GFP.27.4th,GFP 27,GFP,UBQ7,22.69101183,vigs_infiltrated,uninfested,4th,fourteen
I.GFP.27.4th,GFP 27,GFP,UBQ14,27.14437848,vigs_infiltrated,uninfested,4th,fourteen
I.GFP.27.4th,GFP 27,GFP,TMN5,31.18873411,vigs_infiltrated,uninfested,4th,fourteen
I.GFP.27.4th,GFP 27,GFP,PP2A1,26.78341924,vigs_infiltrated,uninfested,4th,fourteen
I.GFP.27.4th,GFP 27,GFP,HYD1,27.76644653,vigs_infiltrated,uninfested,4th,fourteen
I.GFP.27.4th,GFP 27,GFP,ACT7,21.17156622,vigs_infiltrated,uninfested,4th,fourteen
I.GFP.24.2nd,GFP 24,GFP,UBQ7,21.91841467,vigs_infiltrated,uninfested,2nd,twenty-one
I.GFP.24.2nd,GFP 24,GFP,UBQ14,26.98298322,vigs_infiltrated,uninfested,2nd,twenty-one
I.GFP.24.2nd,GFP 24,GFP,TMN5,30.46753478,vigs_infiltrated,uninfested,2nd,twenty-one
I.GFP.24.2nd,GFP 24,GFP,PP2A1,26.93619935,vigs_infiltrated,uninfested,2nd,twenty-one
I.GFP.24.2nd,GFP 24,GFP,HYD1,28.22553404,vigs_infiltrated,uninfested,2nd,twenty-one
I.GFP.24.2nd,GFP 24,GFP,ACT7,21.31140979,vigs_infiltrated,uninfested,2nd,twenty-one
I.GFP.23.2nd,GFP 23,GFP,UBQ7,20.4071865,vigs_infiltrated,uninfested,2nd,fourteen
I.GFP.23.2nd,GFP 23,GFP,UBQ14,25.56203498,vigs_infiltrated,uninfested,2nd,fourteen
I.GFP.23.2nd,GFP 23,GFP,TMN5,29.06213066,vigs_infiltrated,uninfested,2nd,fourteen
